Year	Trademark	Generic Name	UNII	Date [text]	App Type	NDA/BLA No.	Sponsor	Ref		
1961	THIZODRIN SULFATHIAZOLE SODIUM	sulfathiazole sodium	PV16N742VM	12-30-61	NDA	5-179	LILLY	https://www.govinfo.gov/content/pkg/FR-1970-05-28/pdf/FR-1970-05-28.pdf
1961	THIZODRIN METHAMPHETAMINE HYDROCHLORIDE	methamphetamine hydrochloride	997F43Z9CV	12-30-61	NDA	5-179	LILLY	https://www.govinfo.gov/content/pkg/FR-1970-05-28/pdf/FR-1970-05-28.pdf
1943	HYCODAN HYDROCODONE BITARTRATE	hydrocodone bitartrate	NO70W886KK	03-23-43	NDA	5-213	ENDO	https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/005213s038lbl.pdf|https://www.federalregister.gov/documents/2011/12/30/2011-33549/determination-that-hycodan-hydrocodone-bitartrate-and-homatropine-methylbromide-tablets-5
1943	HYCODAN HOMATROPINE METHYLBROMIDE	homatropine methylbromide	68JRS2HC1C	03-23-43	NDA	5-213	ENDO	https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/005213s038lbl.pdf|https://www.federalregister.gov/documents/2011/12/30/2011-33549/determination-that-hycodan-hydrocodone-bitartrate-and-homatropine-methylbromide-tablets-5
1961	PANHEPRIN HEPARIN	heparin	T2410KM04A	12-30-61	NDA	5-264	ABBOTT	https://www.ncbi.nlm.nih.gov/pubmed/2420742|https://books.google.ru/books?id=imka3_zII7IC&pg=PA64&lpg=PA64&dq=PANHEPRIN+ABBOTT&source=bl&ots=_6NPcW9CbJ&sig=xiPyWZM5HW35YXzmWAKrWKwK0Es&hl=ru&sa=X&ved=2ahUKEwj1uNv4ibTfAhUC1SwKHQZjD0cQ6AEwA3oECAgQAQ#v=onepage&q=PANHEPRIN%20ABBOTT&f=false
1961	ESTINYL 0.02 MG	ethinyl estradiol	423D2T571U	12-30-61	NDA	5-292	SCHERING	https://www.govinfo.gov/content/pkg/FR-1998-12-17/pdf/98-33453.pdf
1961	SULFAMERAZINE	sulfamerazine	UR1SAB295F	12-30-61	NDA	5-301	MSD	https://cdn.loc.gov/service/ll/fedreg/fr035/fr035201/fr035201.pdf
1943	MERCUHYDRIN	methoxyhydroxymercuripropylsuccinylurea	LJ423706OE		NDA	5-307	MERRELL	https://trademarks.justia.com/715/44/mercuhydrin-71544742.html|https://pubs.acs.org/doi/abs/10.1021/jo01151a023?journalCode=joceah
1961	PENICILLIN G SOD	penicillin g sodium	YS5LY7JF4N	12-30-61	NDA	5-316	UPJOHN	https://cdn.loc.gov/service/ll/fedreg/fr035/fr035146/fr035146.pdf
1944	PANTOPAQUE	iophendylate	2990I809YH	04-14-44	NDA	5-319	LAFAYETTE	https://www.govinfo.gov/content/pkg/FR-1971-06-18/pdf/FR-1971-06-18.pdf#page=1
1961	SPECIAL GELATINE	gelatine	2G86QN327L	12-30-61	NDA	5-554	KNOX GELATINE	https://www.govinfo.gov/content/pkg/FR-1977-12-02/pdf/FR-1977-12-02.pdf
1945	CARBRITAL CARBROMAL	carbromal	0Y299JY9V3		NDA	5-595	PARKE-DAVIS	https://www.govinfo.gov/content/pkg/FR-1971-06-18/pdf/FR-1971-06-18.pdf#page=1
1961	PROMIN	glucosulfone sodium	I6RLN7D44F	12-30-61	NDA	5-596	PD	https://www.drugfuture.com/chemdata/glucosulfone-sodium.html|https://pdfs.semanticscholar.org/ff37/3ce84dbcc6c449e86eff2dc8a26c0a459cc1.pdf
1961	MEONINE	methionine	AE28F7PNPL	12-30-61	NDA	5-597	IVES	https://www.govinfo.gov/content/pkg/FR-1970-01-10/pdf/FR-1970-01-10.pdf
1961	SODIUM AMINOHIPPURATE	aminohippurate sodium	SUO3KVS1O9	12-30-61	NDA	5-619	MSD	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05619s16ltr.pdf
1961	MANNITOL	mannitol	3OWL53L36A	12-30-61	NDA	5-620	MSD	https://www.govinfo.gov/content/pkg/FR-1999-06-10/pdf/99-14656.pdf
1961	OTOMIDE UREA	urea	8W8T17847W	12-30-61	NDA	5-623	WHITE	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	OTOMIDE CHLOROBUTANOL	chlorobutanol	HM4YQM8WRC	12-30-61	NDA	5-623	WHITE	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	SULFEL CALCIUM CARBONATE	calcium carbonate	H0G9379FGK	12-30-61	NDA	5-625	VALE	https://www.govinfo.gov/content/pkg/FR-1968-11-06/pdf/FR-1968-11-06.pdf
1961	TUBOCURARINE CHLORIDE TUBOCURARINE CHLORIDE	tubocurarine chloride	900961Z8VR	12-30-61	NDA	5-657	SQUIBB	https://www.govinfo.gov/content/pkg/FR-1970-08-26/pdf/FR-1970-08-26.pdf
1961	MALGLYN DIHYDROXYALUMINUM AMINOACETATE	dihydroxyaluminum aminoacetate	DO250MG0W6	12-30-61	NDA	5-668	BRAYTEN	https://www.govinfo.gov/content/pkg/FR-1971-06-18/pdf/FR-1971-06-18.pdf#page=1
1961	VERTAVIS	veratrum viride	197B3Q7T5Q	12-30-61	NDA	5-691	NEISLER	https://www.govinfo.gov/content/pkg/FR-1973-01-30/pdf/FR-1973-01-30.pdf
1961	PROFENIL	alverine citrate	9JFB58YK1E	12-30-61	NDA	5-695	SYNTEX	https://www.govinfo.gov/content/pkg/FR-1975-11-11/pdf/FR-1975-11-11.pdf
1961	LAURON 50MG/CC	aurothioglycanide	2A9D34A16M	12-30-61	NDA	5-714	ENDO	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	PENICILLIN PENICILLIN G POTASSIUM	penicillin g potassium	VL775ZTH4C	12-30-61	NDA	5-740	LILLY	https://www.govinfo.gov/content/pkg/FR-1972-01-12/pdf/FR-1972-01-12.pdf
1961	ENZIFLUR SODIUM  FLUORIDE	sodium  fluoride	8ZYQ1474W7	12-30-61	NDA	5-743	AYERST	https://www.govinfo.gov/content/pkg/FR-1973-02-06/pdf/FR-1973-02-06.pdf
1961	ENZIFLUR ASCORBIC  ACID	ascorbic acid	PQ6CK8PD0R	12-30-61	NDA	5-743	AYERST	https://www.govinfo.gov/content/pkg/FR-1973-02-06/pdf/FR-1973-02-06.pdf
1961	NYLMERATE NONOXYNOL-9	nonoxynol-9	48Q180SH9T	12-30-61	NDA	5-773	HOLLAND-RANTDS	https://www.govinfo.gov/content/pkg/FR-1973-08-28/pdf/FR-1973-08-28.pdf
1961	NYLMERATE BORIC  ACID	boric  acid	R57ZHV85D4	12-30-61	NDA	5-773	HOLLAND-RANTDS	https://www.govinfo.gov/content/pkg/FR-1973-08-28/pdf/FR-1973-08-28.pdf
1961	FURACIN SOLUBLE NITROFURAZONE	nitrofurazone	X8XI70B5Z6	12-30-61	NDA	5-795	EATON	https://www.govinfo.gov/content/pkg/FR-2004-05-05/html/04-10194.htm
1961	OXYCEL COTTON	oxidized  cellulose	44AIH82TSC	12-30-61	NDA	5-798	PD	https://www.govinfo.gov/content/pkg/FR-1971-05-22/pdf/FR-1971-05-22.pdf
1961	CREMOTHALIDINE PHTHALYLSULFATHIAZOLE	phthalylsulfathiazole	6875L5852V	12-30-61	NDA	5-803	MERCK	https://www.govinfo.gov/content/pkg/FR-1970-09-19/pdf/FR-1970-09-19.pdf
1961	CHOLINE DIHYDROGEN CIT	choline dihydrogen citrate	DQ8HHP07GL	12-30-61	NDA	5-846	LILLY	https://www.govinfo.gov/content/pkg/FR-1970-01-10/pdf/FR-1970-01-10.pdf|https://patents.google.com/patent/US4394377
1961	GENTIA-JEL APPLICATORS	gentian violet	J4Z741D6O5	12-30-61	NDA	5-850	WESTWOOD	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	TRIDIONE	trimethadione	R7GV3H6FQ4	12-30-61	NDA	5-856	ABBOTT	https://www.govinfo.gov/content/pkg/FR-1970-08-26/pdf/FR-1970-08-26.pdf
1961	FOLVITE	folic acid	935E97BOY8	12-30-61	NDA	5-897	LEDERLE	https://cdn.loc.gov/service/ll/fedreg/fr036/fr036069/fr036069.pdf
1961	PBZ EPH/EXP TRIPELENNAMINE HYDROCHLORIDE	tripelennamine hydrochloride	FWV8GJ56ZN	12-30-61	NDA	5-914	GEIGY	https://www.federalregister.gov/documents/2011/03/03/2011-4702/drugs-for-human-use-drug-efficacy-study-implementation-oral-prescription-drugs-offered-for-relief-of
1961	D.H.E.45	dihydroergotamine mesylate	81AXN7R2QT	12-30-61	NDA	5-929	SANDOZ	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	BISTRIMATE 410MG	bismuth sodium triglycollamate	X9A8P4D3IF	12-30-61	NDA	5-933	SMP	https://www.govinfo.gov/content/pkg/FR-1970-08-25/pdf/FR-1970-08-25.pdf
1961	BAL	dimercaprol	0CPP32S55X	12-30-61	NDA	5-939	HWD	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/05939s007Ltr.pdf
1961	RUTIN RUTIN	rutin	5G06TVY3R7	12-30-61	NDA	5-960	ABBOTT	https://www.govinfo.gov/content/pkg/FR-1968-07-10/pdf/FR-1968-07-10.pdf
1961	SODIUM SULAMYD 100MG	sulfacetamide  sodium	4NRT660KJQ	12-30-61	NDA	5-963	SCHERING	https://www.govinfo.gov/content/pkg/FR-2001-08-16/pdf/01-20605.pdf
1961	SOTRADECOL	sodium tetradecyl sulfate	Q1SUG5KBD6	12-30-61	NDA	5-970	ELKINS-SINN	https://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/5970-S028_SOTRADECOL_PRNTLBL.PDF
1961	SYNESTROL 10 MG/TAB	dienestrol	RRW32X4U1F	12-30-61	NDA	5-991	WHITE	https://www.govinfo.gov/content/pkg/FR-1973-09-26/pdf/FR-1973-09-26.pdf
1961	ARALEN HCL CHLOROQUINE PHOSPHATE	chloroquine phosphate	6E17K3343P	12-30-61	NDA	6-002	WINTHROP	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06002slr039ltr.pdf
1961	ARALEN HCL CHLOROQUINE HYDROCHLORIDE	chloroquine hydrochloride	NT0J0815S5	12-30-61	NDA	6-002	WINTHROP	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06002slr039ltr.pdf
1961	HYDANTAL MEPHENYTOIN	mephenytoin	R420KW629U	12-30-61	NDA	6-008	SANDOZ	https://www.govinfo.gov/content/pkg/FR-1972-06-01/pdf/FR-1972-06-01.pdf
1961	FOLVRON FERROUS SULFATE	ferrous sulfate	39R4TAN1VT	12-30-61	NDA	6-012	LEDERLE	https://www.federalregister.gov/documents/2006/06/16/E6-9440/merck-and-co-inc-et-al-withdrawal-of-approval-of-65-new-drug-applications-and-52-abbreviated-new|https://search-tec.com/clinical-trials/companies/lederle/?drug-single=6012-3
1961	METHERGINE	methylergonovine maleate	IR84JPZ1RK	12-30-61	NDA	6-035	SANDOZ	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/06035slr072ltr.pdf
1961	MEPRANE DIPROPIONATE	promethestrol dipropionate	X84U53950P	12-30-61	NDA	6-042	R&C	http://lib3.dss.go.th/fulltext/scan_ebook/j.or_chem_1959_v24_n4.pdf
1961	SODUXIN	sodium succinate	U16QOD6C4E	12-30-61	NDA	6-046	BREWER	https://www.govinfo.gov/content/pkg/FR-1970-03-27/pdf/FR-1970-03-27.pdf
1961	BEROCCA-C D-BIOTIN	d-biotin	6SO6U10H04	12-30-61	NDA	6-071	ROCHE	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1946	TOPOCIDE DDT	ddt	CIW5S16655		NDA	6-087	LILLY	https://archive.org/details/mississippidocto26unse/page/n295?q=TOPOCIDE
1961	TROCINATE/PHENOBARB THIPHENAMIL HYDROCHLORIDE	thiphenamil hydrochloride	4OQ4SP44R2	12-30-61	NDA	6-098	POYTHRESS	https://books.google.ru/books?id=Duh84rKbf0gC&pg=PA205&lpg=PA205&dq=TROCINATE+POYTHRESS&source=bl&ots=53wYYREM6d&sig=zP6BS5y0Kuv4DbgHjQ4ljIp_Pmo&hl=ru&sa=X&ved=2ahUKEwiHoIuQ7brfAhXwkIsKHaRBChAQ6AEwCXoECAIQAQ#v=onepage&q=TROCINATE%20POYTHRESS&f=false  |  | https://www.ncbi.nlm.nih.gov/pubmed/3614824 |  | 
1961	DECUPRYL COPPER  UNDECYLENATE	copper  undecylenate	1LM0WKL73J	12-30-61	NDA	6-114	TILDEN YATES	https://www.govinfo.gov/content/pkg/FR-1973-02-13/pdf/FR-1973-02-13.pdf
1961	DECUPRYL UNDECYLENIC  ACID	undecylenic  acid	K3D86KJ24N	12-30-61	NDA	6-114	TILDEN YATES	https://www.govinfo.gov/content/pkg/FR-1973-02-13/pdf/FR-1973-02-13.pdf
1961	DECUPRYL DIOCTYL SODIUM  SULFOSUCCINATE	dioctyl sodium  sulfosuccinate	F05Q2T2JA0	12-30-61	NDA	6-114	TILDEN YATES	https://www.govinfo.gov/content/pkg/FR-1973-02-13/pdf/FR-1973-02-13.pdf
1961	DOLOPHINE	methadone hydrochloride	229809935B	12-30-61	NDA	6-134	LILLY	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/006134_s028_dolophine_hydrochloride.pdf
1961	FOLBESYN SODIUM PANTOTHENATE	sodium pantothenate	OES0R93F0C	12-30-61	NDA	6-141	LEDERLE	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	FOLBESYN PYRIDOXINE	pyridoxine	KV2JZ1BI6Z	12-30-61	NDA	6-141	LEDERLE	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	BENADRYL DIPHENHYDRAMINE	diphenhydramine	8GTS82S83M	12-30-61	NDA	6-146	PARKE-DAVIS	https://books.google.ru/books?id=0IZwL8MJ3y4C&pg=PA79&lpg=PA79&dq=PARKE-DAVIS+BENADRYL retrieved from Triumph of the Heart: The Story of Statins By Jie Jack Li, p. 79|https://www.drugbank.ca/drugs/DB01075
1961	BENADRYL DIPHENHYDRAMINE HYDROCHLORIDE	diphenhydramine hydrochloride	TC2D6JAD40	12-30-61	NDA	6-146	PARKE DAVIS	https://www.govinfo.gov/content/pkg/FR-1971-06-22/pdf/FR-1971-06-22.pdf
1961	SEDULON	piperidione	BZ6KL0Q8UD	12-30-61	NDA	6-151	ROCHE	https://www.govinfo.gov/content/pkg/FR-1972-05-09/pdf/FR-1972-05-09.pdf|https://www.drugfuture.com/chemdata/piperidione.html
1961	THEOGLYCINATE THEOPHYLLINE SODIUM GLYCINATE	theophylline sodium glycinate	2S36N8T753	12-30-61	NDA	6-158	BRAYTEN	https://www.govinfo.gov/content/pkg/FR-1972-07-26/pdf/FR-1972-07-26.pdf
1961	ACR-ALLANTOMIDE AMINACRINE HYDROCHLORIDE	aminacrine hydrochloride	OR5RM3Q5QL	12-30-61	NDA	6-187	NATIONAL DRUG	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	PROPYLTHIOURACIL PROPYLTHIOURACIL	propylthiouracil	721M9407IY	12-30-61	NDA	6-188	LEDERLE	https://www.govinfo.gov/content/pkg/FR-1969-03-19/pdf/FR-1969-03-19.pdf
1961	NUPERCAINE HEAVY	dibucaine hydrochloride	Z97702A5DG	12-30-61	NDA	6-203	CIBA	https://www.govinfo.gov/content/pkg/FR-1997-09-25/html/97-25369.htm
1961	ETAMON 100MG/CC	tetraethylammonium chloride	8B82Z83XNN	12-30-61	NDA	6-205	PARKE-DAVIS	https://www.govinfo.gov/content/pkg/FR-1969-03-19/pdf/FR-1969-03-19.pdf
1961	HYDRYLLIN AMMONIUM CHLORIDE	ammonium chloride	01Q9PC255D	12-30-61	NDA	6-257	SEARLE	https://www.govinfo.gov/content/pkg/FR-1973-01-11/pdf/FR-1973-01-11.pdf
1961	NEO ANTERGAN MALEATE 25 MG	pyrilamine  maleate	R35D29L3ZA	12-30-61	NDA	6-290	MERCK	https://www.govinfo.gov/content/pkg/FR-1972-05-23/pdf/FR-1972-05-23.pdf
1961	KWELL LINDANE	lindane	59NEE7PCAB	12-30-61	NDA	6-309	R&C	https://www.drugs.com/cons/kwell-topical.html
1961	COCO-SULFONAMIDES TRIP SULFAMETHAZINE	sulfamethazine	48U51W007F	12-30-61	NDA	6-317	LILLY	https://www.govinfo.gov/content/pkg/FR-1994-03-02/html/94-4660.htm|http://www.catalog.md/drugs/neotrizine.html
1961	QUINIDINE HCL	quinidine hydrochloride	S4P5V5597B	12-30-61	NDA	6-320	BREWER	DOI: 10.1111/j.1537-2995.1965.tb01182.x
1961	ISUPREL	isoproterenol hydrochloride	DIA2A74855	12-30-61	NDA	6-327	WINTHROP	"Approved Drug Products with Therapeutic Evaluations" (1995), page171, retrieved from: https://books.google.ru/books?id=uo0QFvym_90C|"Federal Register" v.41 (1976), page 37836, retrieved from: https://books.google.ru/books?id=ajM4AQAAMAAJ
1961	THEPHORIN PHENINDAMINE TARTRATE	phenindamine tartrate	28725X3PV8	12-30-61	NDA	6-332	ROCHE	https://www.govinfo.gov/content/pkg/FR-1973-03-19/pdf/FR-1973-03-19.pdf
1961	HISTADYL METHAPYRILENE	methapyrilene	A01LX40298	12-30-61	NDA	6-340	LILLY	https://jamanetwork.com/journals/jamaophthalmology/article-abstract/621308 |  | https://www.jacionline.org/article/0091-6749(76)90189-5/pdf  |  | 
1961	HISTADYL EPHEDRINE	ephedrine	GN83C131XS	12-30-61	NDA	6-340	LILLY	https://jamanetwork.com/journals/jamaophthalmology/article-abstract/621308 |  | https://www.jacionline.org/article/0091-6749(76)90189-5/pdf  |  | 
1961	WYDASE	hyaluronidase	8KOG53Z5EM	12-30-61	NDA	6-343	WYETH	https://pink.pharmaintelligence.informa.com/PS039154/Wyeth-Wydase-discontinued|"Approved Drug Products with Therapeutic Evaluations" (1995), page 149, retrieved from: https://books.google.ru/books?id=uo0QFvym_90C
1961	NETHAPHYL REG.STRENGTH AMBUPHYLLINE	ambuphylline	VOU5V0B772	12-30-61	NDA	6-359	MERRELL	https://www.govinfo.gov/content/pkg/FR-1972-07-26/pdf/FR-1972-07-26.pdf
1961	NETHAPHYL REG.STRENGTH ETAFEDRINE HYDROCHLORIDE	etafedrine hydrochloride	Y134VQ304Y	12-30-61	NDA	6-359	MERRELL	https://www.govinfo.gov/content/pkg/FR-1972-07-26/pdf/FR-1972-07-26.pdf
1961	VI SYNERAL VITAMIN A	vitamin A	81G40H8B0T	12-30-61	NDA	6-373	FISONS	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	VI SYNERAL DL-ALPHA TOCOPHERYL ACETATE	DL-alpha tocopheryl acetate	WR1WPI7EW8	12-30-61	NDA	6-373	FISONS	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	PRISCOLINE	tolazoline	CHH9H12AQ3	12-30-61	NDA	6-403	CIBA	https://pink.pharmaintelligence.informa.com/PS007110/CIBAs-PRISCOLINE-TOLAZOLINE-IS-DESIEFFECTIVE-IN-NEONATES
1961	DECAPRYN 12.5MG	doxylamine succinate	V9BI9B5YI2	12-30-61	NDA	6-412	MERRELL	https://www.govinfo.gov/content/pkg/FR-2005-03-04/html/05-4158.htm
1961	OCTIN	isometheptene	Y7L24THH6T	12-30-61	NDA	6-420	KNOLL	https://archive.org/details/MedicalNewsLetter19491216/page/n5?q=OCTIN
1961	CAMOQUIN HYDROCHLORIDE	amodiaquine  hydrochloride	K6PW2S574L	12-30-61	NDA	6-441	PD	https://www.govinfo.gov/content/pkg/FR-1971-08-07/pdf/FR-1971-08-07.pdf
1961	ANTISTINE	antazoline	DHA8014SS1	12-30-61	NDA	6-456	CIBA	https://www.karger.com/Article/Pdf/159644
1961	HETRAZAN	diethylcarbamazine  citrate	OS1Z389K8S	12-30-61	NDA	6-459	LEDERLE	https://www.govinfo.gov/content/pkg/FR-1971-08-07/pdf/FR-1971-08-07.pdf
1950	PROTAMINE SULF 10MG/CC	protamine sulfate	0DE9724IHC		NDA	6-460	LILLY	https://www.google.com/books/edition/The_Dispensatory_of_the_United_States_of/wfsjAQAAMAAJ
1961	TRIMETON	pheniramine maleate	NYW905655B	12-30-61	NDA	6-461	SCHERING	https://www.govinfo.gov/content/pkg/FR-1977-09-02/pdf/FR-1977-09-02.pdf
1961	CALCIUM GLUCEPTATE	calcium gluceptate	L11651398J	12-30-61	NDA	6-470	LILLY	https://search-tec.com/clinical-trials/companies/lilly/?drug-single=6470-1
1961	LACTATED POTASSIC SALI POTASSIUM CHLORIDE	potassium chloride	660YQ98I10	12-30-61	NDA	6-472	BAXTER DON	https://www.govinfo.gov/content/pkg/FR-1970-08-26/pdf/FR-1970-08-26.pdf
1961	BACITRACIN BACITRACIN	bacitracin	58H6RWO52I	12-30-61	NDA	6-483	UPJOHN	https://www.govinfo.gov/content/pkg/FR-1970-06-24/pdf/FR-1970-06-24.pdf
1961	GANTRISIN 0.5GM	sulfisoxazole	740T4C525W	12-30-61	NDA	6-525	ROCHE	https://www.govinfo.gov/content/pkg/FR-1997-01-09/pdf/97-524.pdf
1961	URETHAN 325MG	urethane	3IN71E75Z5	12-30-61	NDA	6-535	LILLY	https://www.govinfo.gov/content/pkg/FR-1970-08-21/pdf/FR-1970-08-21.pdf
1961	URECHOLINE	bethanechol chloride	H4QBZ2LO84	12-30-61	NDA	6-536	MSD	https://www.federalregister.gov/documents/2001/02/21/01-4229/determination-that-bethanechol-chloride-injection-and-tablets-were-not-withdrawn-from-sale-for
1961	ORTHOXINE	methoxyphenamine hydrochloride	52V8BVV7FX	12-30-61	NDA	6-550	UPJOHN	https://www.govinfo.gov/content/pkg/FR-1972-04-26/pdf/FR-1972-04-26.pdf
1961	TOLSEROL	mephenesin	7B8PIR2954	12-30-61	NDA	6-566	SQUIBB	https://www.govinfo.gov/content/pkg/FR-1970-06-25/pdf/FR-1970-06-25.pdf
1961	THALAMYD	phthalylsulfacetamide	24PUW23GRX	12-30-61	NDA	6-593	SCHERING	https://www.govinfo.gov/content/pkg/FR-1970-09-19/pdf/FR-1970-09-19.pdf
1961	OTAMYLON MAFENIDE HYDROCHLORIDE	mafenide hydrochloride	3J751V0284	12-30-61	NDA	6-613	WINTHROP	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	OTAMYLON STREPTOMYCIN SULFATE	streptomycin sulfate	CW25IKJ202	12-30-61	NDA	6-613	WINTHROP	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	SEMIKON HCL	methapyrilene hydrochloride	00S42N58OM	12-30-61	NDA	6-614	BEECHAM LABS	https://www.govinfo.gov/content/pkg/FR-1973-03-19/pdf/FR-1973-03-19.pdf
1961	CAFERGOT ERGOTAMINE TARTRATE	ergotamine tartrate	MRU5XH3B48	12-30-61	NDA	6-620	SANDOZ	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	CAFERGOT CAFFEINE	caffeine	3G6A5W338E	12-30-61	NDA	6-620	SANDOZ	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	METUBINE IODIDE	metocurine iodide	O0U0E87X7F	12-30-61	NDA	6-632	LILLY	https://www.govinfo.gov/content/pkg/FR-2001-08-16/pdf/01-20605.pdf
1961	NISULFAZOLE 10PCT	para-nitrosulfathiazole	FO9CU4TX7J	12-30-61	NDA	6-653	BREON	"New and Nonofficial Drugs" (1958), page 108, retrieved from: https://books.google.ru/books?id=G-JsAAAAMAAJ|"AMA drug evaluations" (1971), page 419 retrieved from: https://books.google.ru/books?id=7MtKAQAAIAAJ
1961	CHLOROMYCETIN CHLORAMPHENICOL	chloramphenicol	66974FR9Q1	12-30-61	NDA	6-655	PARKE DAVIS	"Competitive Problems in the Drug Industry" (1969), page 4131, retrieved from: https://books.google.ru/books?id=GXUwAAAAIAAJ|Rosen.W., "Miracle Cure: The Creation of Antibiotics and the Birth of Modern Medicine" (2017), retrieved from: https://books.google.ru/books?id=1ZHZDAAAQBAJ
1961	FLOROPRYL 0.1 PCT.	isoflurophate	12UHW9R67N	12-30-61	NDA	6-658	MSD	https://www.jstor.org/stable/3453545?seq=1#page_scan_tab_contents
1961	DRAMAMINE DIMENHYDRINATE	dimenhydrinate	JB937PER5C	12-30-61	NDA	6-686	SIARLE	https://www.govinfo.gov/content/pkg/FR-1971-06-04/pdf/FR-1971-06-04.pdf
1961	MUSTARGEN HCL	mechlorethamine hydrochloride	L0MR697HHI	12-30-61	NDA	6-695	MSD	"Approved Drug Products with Therapeutic Equivalence Evaluations - FDA Orange Book 29th Edition" (2009), page cclxix, retrieved from: https://books.google.ru/books?id=1zR4DAAAQBAJ
1961	PROPION	sodium propionate	DK6Y9P42IN	12-30-61	NDA	6-762	WYETH	https://www.govinfo.gov/content/pkg/FR-1970-09-17/pdf/FR-1970-09-17.pdf
1961	VASOXYL INJ 10MG/CC	methoxamine  hydrochloride	8MB4MJ9R7L	12-30-61	NDA	6-772	BW	https://www.govinfo.gov/content/pkg/FR-1971-02-23/pdf/FR-1971-02-23.pdf
1961	ARTANE TRIHEXYPHENIDYL HCL	trihexyphenidyl HCl	AO61G82577	12-30-61	NDA	6-773	LEDERLE	https://link.springer.com/chapter/10.1007%2F978-1-4899-6746-6_17
1961	PARADIONE	paramethadione	Z615FRW64N	12-30-61	NDA	6-800	ABBOTT	https://www.govinfo.gov/content/pkg/FR-1970-08-26/pdf/FR-1970-08-26.pdf
1961	PARASAL 1GM	aminosalicylic acid sodium	T9ZKL3TNQF	12-30-61	NDA	6-811	PANRAY	https://www.govinfo.gov/content/pkg/FR-1969-09-26/pdf/FR-1969-09-26.pdf|"Approved Drug Products with Therapeutic Equivalence Evaluations - FDA Orange Book 29th Edition" (2009), page cdxliii, retrieved from: https://books.google.ru/books?id=1zR4DAAAQBAJ
1961	PARASAL & PARASAL SOD	aminosalicylic acid	5B2658E0N2	12-30-61	NDA	6-811	PANRAY	https://www.govinfo.gov/content/pkg/FR-1969-09-26/pdf/FR-1969-09-26.pdf
1961	PANPARNIT	caramiphen hydrochloride	4858SN190E	12-30-61	NDA	6-813	GEIGY	https://www.govinfo.gov/content/pkg/FR-1972-07-13/pdf/FR-1972-07-13.pdf
1961	DIBULINE SULFATE	dibutoline sulfate	1W7R63X54A	12-30-61	NDA	6-856	MSD	https://archive.org/details/southdakotajourn8195sout/page/n221?q=DIBULINE+SULFATE
1961	RONIACOL	nicotinyl tartrate	5G605ZIE90	12-30-61	NDA	6-902	ROCHE	https://www.govinfo.gov/content/pkg/FR-1984-09-12/pdf/FR-1984-09-12.pdf
1961	MILIBIS GLYCOBIARSOL	glycobiarsol	E3U8347QWJ	12-30-61	NDA	6-903	WINTHROP	https://www.govinfo.gov/content/pkg/FR-1999-06-10/pdf/99-14656.pdf
1961	CHLOR-TRIMETON CHLORPHENIRAMINE MALEATE	chlorpheniramine maleate	V1Q0O9OJ9Z	12-30-61	NDA	6-921	SCHERING	https://www.govinfo.gov/content/pkg/FR-1977-09-02/pdf/FR-1977-09-02.pdf
1961	EURAX CROTAMITON	crotamiton	D6S4O4XD0H	07-06-49	NDA	6-927	GEIGY	https://archive.org/details/MCMSV23195304/page/n5?q=EURAX
1961	PERAZIL	chlorcyclizine hydrochloride	NPB7A7874U	12-30-61	NDA	6-947	BW	Federal Register v.41 (1976), page 432, retrieved from: https://books.google.ru/books?id=STE4AQAAMAAJ
