Cat No	Product Name	Cas Number	SMILES	Primary Action	Biological Description	References	Product Type	Public Caveats	URL	Previous Order	UK Controlled	USA Controlled	Date Added
4549	ML 133 hydrochloride	[1222781-70-5]	COC(C=C3)=CC=C3CNCC1=C(C=CC=C2)C2=CC=C1.Cl	Kir2 channel blocker	"Selective blocker of inwardly rectifying Kir2 potassium channels (IC50 values are 1.8, 2.8, 2.9 and 4.0 _M at pH 7.4 for mKir2.1, hKir2.6, hKir2.2 and hKir2.3 respectively). Exhibits no effect on rKir1.1 (IC50 > 300 _M); displays weak activity at hKir7.1 and rKir4.1 (IC50 values are 33 and 76 _M)."	"Wu et al (2010) A potent and selective small molecule Kir2.1 inhibitor. Probe Reports from the NIH Molecular Libraries Pro. PMID:21433384. Wang et al (2011) Selective inhibition of the Kir2 family of inward rectifier potassium channels by a small molecule probe: the discovery, SAR, and pharmacological characterization of ML133. ACS Chem.Biol. 6 845. PMID:21615117."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=348240	SQ1341			Aug-2012
4550	IQ 3	[312538-03-7]	O=C(C5=CC=CO5)O/N=C3C2=NC1=CC=CC=C1N=C2C4=C/3C=CC=C4	Selective JNK3 inhibitor	"Selective JNK3 inhibitor (Kd values are 66, 240 and 290 nM for JNK3, JNK1 and JNK2 respectively). Inhibits NF-_B/AP1 transcriptional activity in THP1-Blue cells (IC50 = 1.4 _M). Also inhibits TNF-_ and IL-6 production in vitro."	Schepetkin et al (2012) Identification and characterization of a novel class of c-Jun N-terminal kinase inhibitors. Mol.Pharmacol. 81 832. PMID:22434859.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=348241	SQ1341			Feb-2014
4551	Purmorphamine	[483367-10-8]	C1(OC4=CC=CC5=C4C=CC=C5)=NC(NC3=CC=C(N6CCOCC6)C=C3)=C2C(N(C7CCCCC7)C=N2)=N1	Smo receptor agonist	"Smoothened (Smo) receptor agonist (EC50 ~ 1 _M). Induces osteogenesis in mouse mesenchymal progenitor cells (C3H10T1/2). When combined with BMP-4, can transdifferentiate pre-adipocytes (3T3-L1) and myoblasts (C2C12) into osteoblasts. Induces differentiation of multipotent mesenchymal progenitor cells into osteoblasts."	Wu et al (2002) A small molecule with osteogenesis-inducing activity in multipotent mesenchymal progenitor cells. J.Am.Chem.Soc. 124 14520. PMID:12465946. Wu et al (2004) Purmorphamine induces osteogenesis by activation of the hedgehog signaling pathway. Chem.Biol. 11 1229. PMID:15380183. Sinha et al (2006) Purmorphamine activates the Hedgehog pathway by targeting Smoothened. Nat.Chem.Biol. 2 29. PMID:16408088.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=348242	SQ1341			Mar-2014
4552	A 412997 dihydrochloride	[1347744-96-0]	O=C(CN2CCC(C3=CC=CC=N3)CC2)NC1=CC=CC(C)=C1.Cl.Cl	Selective D4 agonist	Selective agonist for the dopamine D4 receptor (Ki values are 7.9 and 12.1 nM for human D4 and rat D4 receptors). Displays no affinity (<1000 nM) for other dopamine receptors. Shows efficacy in rat models of ADHD and short-term memory.	"Browman et al (2005) A-412997, a selective dopamine D4 agonist, improves cognitive performance in rats. Pharmacol.Biochem.Behav. 82 148. PMID:16154186. Moreland et al (2005) A-412997 is a selective dopamine D4 receptor agonist in rats. Pharmacol.Biochem.Behav. 82 140. PMID:16153699. Patel et al (2006) Discovery of 3-methyl-N-(1-oxy-3',4',5',6'-tetrahydro-2'H-[2,4'-bipyridine]-1'-ylmethyl)benzamide (ABT-670), an orally bioavailable dopamine D4 agonist for the treatment of erectile dysfunction. J.Med.Chem. 49 7450. PMID:17149874."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=348516	SQ1070			Jul-2012
4553	Azilsartan	[147403-03-0]	O=C1NC(C2=CC=CC=C2C(C=C5)=CC=C5CN4C3=C(C(O)=O)C=CC=C3N=C4OCC)=NO1	Potent AT1 receptor inverse agonist; antihypertensive	Potent angiotensin II type 1 (AT1) receptor inverse agonist (IC50 = 2.6 nM at the human AT1 receptor). Inhibits angiotensin II-induced IP1 accumulation in COS-7 cells; decreases maximal contraction of rabbit aortic strips in a concentration-dependent manner (pD'2 = 9.9). Antihypertensive; prevents vascular cell proliferation and expression of PAI-1.	"Kajiya et al (2011) Molecular and cellular effects of azilsartan: a new generation angiotensin II receptor blocker. J.Hypertens. 29 2476. PMID:21986624. French et al (2011) The angiotensin receptor blocker, azilsartan medoxomil (TAK-491), suppresses vascular wall expression of plasminogen activator inhibitor type-I protein potentially facilitating the stabilization of atherosclerotic plaques. J.Cardiovasc.Pharmacol. 58 143. PMID:21558880. Ojima et al (2011) In vitro antagonistic properties of a new angiotensin type 1 receptor blocker, azilsartan, in receptor binding and function studies. J.Pharmacol.Exp.Ther. 336 801. PMID:21123673."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=348517	SQ1070			Jul-2012
4554	GC 1	[211110-63-3]	CC1=CC(OCC(O)=O)=CC(C)=C1CC2=CC(C(C)C)=C(O)C=C2	High affinity thyroid receptor _ (TR_) and TR_ agonist; thyromimetic	Thyromimetic; high affinity agonist at thyroid hormone receptor (TR) _ and TR_ receptors (KD values are 67 and 440 pM respectively). Displays 5- and 100-fold greater potency than the endogenous agonist T3 in vitro at TR_1 and TR_1 receptors respectively. Promotes reverse cholesterol transport in chow- and fat-fed mice. Induces proliferation of hepatocytes and pancreatic acinar cells in rats independent of prior tissue injury.	Chiellini et al (1998) A high-affinity subtype-selective agonist ligand for the thyroid hormone receptor. Chem.Biol. 5 299. PMID:9653548. Johansson et al (2005) Selective thyroid receptor modulation by GC-1 reduces serum lipids and stimulates steps of reverse cholesterol transport in euthyroid mice. Proc.Natl.Acad.Sci. U S A 102 10297. PMID:16006512. Columbano et al (2006) The thyroid hormone receptor-_ agonist GC-1 induces cell proliferation in rat liver and pancreas. Endocrinology 147 3211. PMID:16574785.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=349544	SQ1070			Feb-2013
4555	HI TOPK 032	[487020-03-1]	O=C(C5=CC=CS5)NC4=CC3=C(C#N)C2=NC1=CC=CC=C1N=C2N3C=C4	Selective T-LAK-cell-originated protein kinase (TOPK) inhibitor	"T-LAK-cell-originated protein kinase (TOPK) inhibitor; exhibits selectivity for TOPK over other MAPKK family members including ERK1, JNK1 and p38. Blocks proliferation of HCT116 colon cancer cells; suppresses tumor growth in a colon cancer xenograft model. Also inhibits Chk1 (IC50 = 9.6 _M)."	Li et al (2011) Discovery of novel checkpoint kinase 1 inhibitors by virtual screening based on multiple crystal structures. J.Chem.Inf.Model. 51 2904. PMID:21955044. Kim et al (2012) Novel TOPK inhibitor HI-TOPK-032 effectively suppresses colon cancer growth. Cancer Res. 72 3060. PMID:22523035.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=349545	SQ1341			Jan-2013
4556	CP 690550 citrate	[540737-29-9]	C[C@H]1[C@@H](N(C2=NC=NC3=C2C=CN3)C)CN(C(CC#N)=O)CC1.OC(CC(O)=O)(C(O)=O)CC(O)=O	Potent JAK inhibitor	"Potent JAK inhibitor (IC50 values are 1, 20, and 112 nM for JAK3, JAK2 and JAK1 respectively). Orally active immunosuppressant; exhibits efficacy in rodent rheumatoid arthritis models."	"Jiang et al (2008) Examining the chirality, conformation and selective kinase inhibition of 3-((3R,4R)-4-methyl-3-(methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)piperidin-1-yl)-3-oxopropanenitrile (CP-690,550). J.Med.Chem. 51 8012. PMID:19053756. Flanagan et al (2010) Discovery of CP-690,550: a potent and selective Janus kinase (JAK) inhibitor for the treatment of autoimmune diseases and organ transplant rejection. J.Med.Chem. 53 8468. PMID:21105711. Dowty et al (2013) Preclinical to clinical translation of tofacitinib, a Janus kinase inhibitor, in rheumatoid arthritis. J.Pharmacol.Exp.Ther. 348 165. PMID:24218541."	Small Molecule	Sold for research purposes under agreement from Pfizer Inc.	http://www.tocris.com/dispprod.php?ItemId=349546	SQ1533			Dec-2012
4557	GTS 21 dihydrochloride	[156223-05-1]	COC(C=C3OC)=CC=C3\C=C1C(C2=CC=CN=C2)=NCCC/1.Cl.Cl	Partial agonist at _7 nAChR	Partial agonist of _7 nicotinic acetylcholine receptors (nAChRs); also a weak _4_2 and 5-HT3 antagonist at micromolar concentrations. Exhibits improved sensory inhibition in DBA/2 mice following both acute and chronic administration. Also shown to improve memory in several animal models; facilitates hippocampal long-term potentiation.	"Meyer et al (1994) Effects of anabaseine-related analogs on rat brain nicotinic receptor binding and on avoidance behaviors. Drug Dev.Res. 31 127. Stevens et al (2010) Continuous administration of a selective alpha7 nicotinic partial agonist, DMXBA, improves sensory inhibition without causing tachyphylaxis or receptor upregulation in DBA/2 mice. Brain.Res. 1352 140. PMID:20599427. Olincy et al (2012) Nicotinic mechanisms in the treatment of psychotic disorders: a focus on the a7 nicotinic receptor. Handb.Exp.Pharmacol. 213 211. PMID:23027417."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=349580	SQ1341			Apr-2014
4558	EMPA	[680590-49-2]	O=C(CN(C2=CN=C(OC)C=C2)S(C3=C(C)C=CC=C3)(=O)=O)N(CC)CC1=CN=CC=C1	Highly potent and selective OX2 antagonist; brain penetrant	"Highly potent, selective OX2 receptor antagonist (IC50 values are 2.3 nM and 1900 nM for OX2 and OX1 respectively). Displays negligible or no inhibition of a panel of 80 receptors. Blocks orexin-B- and orexin-A-invoked calcium mobilization in hOX2-expressing CHO cells (IC50 values are 7.9 nM and 8.8 nM respectively); reverses orexin-B-induced hyperlocomotion in mice. Brain penetrant."	"Malherbe et al (2009) Biochemical and behavioural characterization of EMPA, a novel high-affinity, selective antagonist for the OX2 receptor. Br.J.Pharmacol. 156 1326. PMID:19751316. Malherbe et al (2010) Mapping the binding pocket of dual antagonist almorexant to human orexin 1 and orexin 2 receptors: comparison with the selective OX1 antagonist SB-674042 and the selective OX2 antagonist N-ethyl-2-[(6-methoxy-pyridin-3-yl)-(toluene-2-sulfonyl)-amino]-N-pyridin-3-ylmethyl-acetamide (EMPA). Mol.Pharmacol. 78 81. PMID:20404073. Mochizuki et al (2011) Orexin receptor 2 expression in the posterior hypothalamus rescues sleepiness in narcoleptic mice. Proc.Natl.Acad.Sci.U.S.A 108 4471. PMID:21368172."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=349581				Jan-2013
4559	GNF 5837	[1033769-28-6]	O=C2NC1=CC(NC4=C(C)C=CC(NC(NC5=C(F)C=CC(C(F)(F)F)=C5)=O)=C4)=CC=C1/C2=C/C3=CC=CN3	"Potent Trk inhibitor; inhibits TrkA, TrkB and TrkC"	"Potent pan-Trk inhibitor. Displays antiproliferative effects in cellular Ba/F3 assays (IC50 values are 7, 9 and 11 nM for cells containing the fusion proteins Tel-TrkC, Tel-TrkB and Tel-TrkA, respectively). Exhibits selectivity for Trk receptors over a range of kinases, with some activity at PDGFR and c-Kit (IC50 values are 0.87 and 0.91 _M respectively). Orally bioavailable."	"Albaugh et al (2012) Discovery of GNF-5837, a selective TRK inhibitor with efficacy in rodent cancer tumor models. ACS Med.Chem.Lett. 3 140."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=349582	SQ1533			Jul-2013
4561	BIBN 4096	[204697-65-4]	O=C(N[C@H](CC4=CC(Br)=C(O)C(Br)=C4)C(N[C@@H](CCCCN)C(N5CCN(C6=CC=NC=C6)CC5)=O)=O)N(CC3)CCC3N2CC1=CC=CC=C1NC2=O	Potent and selective CGRP receptor antagonist	Potent and selective CGRP receptor antagonist (IC50 values are 0.03 and 6.4 nM for human and rat CGRP receptors respectively). Displays high affinity for human CGRP receptors (Ki = 14.4 pM); exhibits no significant affinity for 75 other receptors.	"Doods et al (2000) Pharmacological profile of BIBN4096BS, the first selective small molecule CGRP antagonist. Br.J.Pharmacol. 129 420. PMID:10711339. Rudolf et al (2005) Development of human calcitonin gene-related peptide (CGRP) receptor antagonists. 1. Potent and selective small molecule CGRP antagonists. 1-[N2-[3,5-Dibromo-N-[[4-(3,4-dihydro-2(1H)-oxoquinazolin-3-yl)-1- piperidinyl]carbonyl]-D-tyrosyl]-L-lysyl]-4-(4-pyridinyl)piperazine: the first CGRP antagonist for clinical trials in acute migraine. J.Med.Chem. 48 5921. PMID:16161996."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350358	SQ1070			Aug-2012
4562	Topotecan hydrochloride	[119413-54-6]	OC1=CC=C(N=C(C(N3C4)=CC([C@](CC)(O)C(OC5)=O)=C5C3=O)C4=C2)C2=C1CN(C)C.Cl	DNA topoisomerase I inhibitor; Camptothecin (Cat. No. 1100) analog	DNA topoisomerase I inhibitor; induces rapid apoptotic death in human B-lineage acute lymphoblastic leukemia (ALL) cells. Improves survival in three mouse models of poor prognosis ALL; downregulates B-Myb and MycN expression in neuroblastoma cells. Water-soluble analog of Camptothecin (Cat. No. 1100). Orally bioavailable.	Uckun et al (1995) In vitro and in vivo activity of topotecan against human B-lineage acute lymphoblastic leukemia cells. Blood 85 2817. PMID:7742543. Schellens et al (1996) Bioavailability and pharmacokinetics of oral topotecan: a new topoisomerase I inhibitor. Br.J.Cancer 73 1268. PMID:8630291. Sottile et al (2012) A chemical screen identifies the chemotherapeutic drug topotecan as a specific inhibitor of the B-MYB/MYCN axis in neuroblastoma. Oncotarget. 3 535. PMID:22619121.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350359	SQ1533			Jul-2012
4565	ML 228	[1357171-62-0]	C1(C2=NC(NCC4=CC=C(C5=CC=CC=C5)C=C4)=C(C3=CC=CC=C3)N=N2)=NC=CC=C1	HIF pathway activator	"HIF pathway activator (EC50 values are 1.23 and 1.4 _M for HRE gene reporter assay and HIF-1_ nuclear translocation assay respectively); acts via chelation of iron, independently of PHD. Also exhibits > 80% inhibition of the human A3 receptor, dopamine transporter, _ receptor, hERG and 5-HT2B receptor, and rat sodium channel site 2, at a concentration of 10 _M."	Theriault et al (2012) Discovery of a new molecular probe ML228: an activator of the hypoxia inducible factor (HIF) pathway. Bioorg.Med.Chem.Lett. 22 76. PMID:22172704.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350487	SQ1341			Apr-2013
4566	NSC 687852	[1009817-63-3]	O=C(/C(CN(C(C=C)=O)C3)=C/C2=CC=C([N+]([O-])=O)C=C2)/C3=C/C1=CC=C([N+]([O-])=O)C=C1	Inhibitor of UCHL5 and USP14	"Inhibitor of 19S regulatory particle associated deubiquitylating enzymes (DUBs), UCHL5 and USP14. Shows minimal inhibition of UCHL-1, UCHL-3, USP2, USP7, USP, BAP1 and proteasome activity. Induces apoptosis by cathepsin D-dependent caspase-cleavage (IC50 = 0.5 _M). Displays antitumor activity in vivo."	Berndtsson et al (2009) Induction of the lysosomal apoptosis pathway by inhibitors of the ubiquitin-proteasome system. Int.J.Cancer 124 1463. PMID:19089926. D'Arcy et al (2011) Inhibition of proteasome deubiquitinating activity as a new cancer therapy. Nat.Med. 17 1636. PMID:22057347.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350488				Sep-2013
4567	CCG 50014	[883050-24-6]	FC(C=C3)=CC=C3CN(C(N(C2=CC=C(C)C=C2)S1)=O)C1=O	Potent and selective inhibitor of regulator of G-protein signaling 4 (RGS4) protein	Potent and selective inhibitor of regulator of G-protein signaling 4 (RGS4) protein (IC50 values are 30.1 nM and 11.0 _M for RGS4 and RGS8 respectively). Exhibits >20-fold selectivity for RGS4 over other RGS proteins.	Blazer et al (2011) A nanomolar potency small molecule inhibitor of regulator of G protein signaling (RGS) proteins. Biochemistry 50 3181. PMID:21329361. Turner et al (2012) Small molecule inhibitors of regulators of G protein signalling (RGS) proteins. ACS Med.Chem.Lett. 3 146. PMID:22368763. Vashisth et al (2013) Conformational dynamics of a regulator of g-protein signaling protein reveals a mechanism of allosteric inhibition by a small molecule. ACS Chem.Biol. 8 2778. PMID:24093330.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350489				Aug-2012
4569	PS 1145 dihydrochloride	[1049743-58-9]	ClC1=CC(NC(C4=CC=CN=C4)=O)=C(NC3=C2C=CN=C3)C2=C1.Cl.Cl	Selective IKK inhibitor; orally active	"Selective I_B kinase (IKK) inhibitor (IC50 = 100 nM). Has no effect on PKA, PKC and CKII activity. Inhibits I_B-_ phosphorylation and NF_B activation in HeLa cells. Inhibits NF_B-mediated proinflammatory gene expression in human airway epithelial cells. Enhances TNF-_-induced apoptosis in a multiple myeloma cell line. Attenuates LPS-induced TNF-_ production in vivo. Orally active."	Hideshima et al (2002) NF-kappa B as a therapeutic target in multiple myeloma. J.Biol.Chem. 277 16639. PMID:11872748. Castro et al (2003) Novel IKK inhibitors: beta-carbolines. Bioorg.Med.Chem.Lett. 13 2419. PMID:12824047. Newton et al (2007) Repression of inflammatory gene expression in human pulmonary epithelial cells by small-molecule IkappaB kinase inhibitors. J.Pharmacol.Exp.Ther. 321 734. PMID:17322026.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350491	SQ1341			Apr-2014
4570	ML 161	[423735-93-7]	O=C(NC2=CC(NC(CCC)=O)=CC=C2)C1=CC=CC=C1Br	Inhibits PAR1-mediated platelet activation	Inhibitor of protease-activated receptor 1 (PAR1)-mediated platelet activation (IC50 = 0.26 _M for the inhibition of platelet P-selectin expression on human platelets). Thought to act allosterically. Also inhibits thrombin-induced platelet activation.	"Dockendorff et al (2012) Discovery of 1,3-diaminobenzenes as selective inhibitors of platelet activation at the PAR1 receptor. ACS Med.Chem.Lett. 3 232. PMID:22408714."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350492				Aug-2012
4571	A 867744	[1000279-69-5]	O=C(CC)C1=C(C)N(C3=CC=C(S(N)(=O)=O)C=C3)C(C2=CC=C(Cl)C=C2)=C1	Positive allosteric modulator of _7 nAChR	"Positive allosteric modulator of _7 nAChRs (IC50 values are 0.98 and 1.12 _M for human and rat _7 receptor ACh-evoked currents respectively, in X. laevis oocytes). Displays no activity at 5-HT3A, _3_4 or _4_2 nAChRs. Brain penetrant."	"Malysz et al (2009) In vitro pharmacological characterization of a novel allosteric modulator of _ 7 neuronal acetylcholine receptor, 4-(5-(4-chlorophenyl)-2-methyl-3-propionyl-1H-pyrrol-1-yl)benzenesulfonamide (A-867744), exhibiting unique pharmacological profile. J.Pharmacol.Exp.Ther. 330 257. PMID:19389923. Faghih et al (2009) Discovery of 4-(5-(4-chlorophenyl)-2-methyl-3-propionyl-1H-pyrrol-1-yl)benzenesulfonamide (A-867744) as a novel positive allosteric modulator of the _7 nicotinic acetylcholine receptor. J.Med.Chem. 28 3377. PMID:19419141."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350665	SQ1070			Mar-2013
4572	TC-E 5005	[959705-64-7]	CC2=NC1=CC=C(OC)N=C1N3C2=C(C)N=C3CCC	Potent and selective PDE10A inhibitor	"Potent and selective PDE10A inhibitor (IC50 values are 7.28, 239, 779, 919, 3100 and 3700 nM at PDE10A, 2A, 11A, 5A, 7B and 3A respectively and >5000 nM at PDE1B, 4A, 6, 8A and 9A). Reverses MK 801-induced hyperactivity in vivo."	"Hofgen et al (2010) Discovery of imidazo[1,5-a]pyrido[3,2-e]pyrazines as a new class of phosphodiesterase 10A inhibitiors. J.Med.Chem. 53 4399. PMID:20450197."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=350666	SQ1341			Dec-2013
